,0
0,0.0024135423715735795
1,0.002198110840782826
2,0.0021760104244980863
3,0.002161614678433945
4,0.0021565618828281313
5,0.0021479937390217353
6,0.0021443500061137364
7,0.002125559064497948
8,0.002123473552413858
9,0.0021177288498052866
10,0.002110003654916699
11,0.0021000718717805594
12,0.0020974239396154243
13,0.002096964405555055
14,0.0020903182811995284
15,0.002092414860947965
16,0.002087838105503151
17,0.0020855192311951876
18,0.002082184691909446
19,0.002077938471403387
20,0.0020745215757399732
21,0.0020697931007832354
22,0.0020676806084533087
23,0.00206352717245125
24,0.002063321516327719
25,0.00205631799195917
26,0.0020538035553330793
27,0.0020574665843294216
28,0.0020481573674493493
29,0.0020445751774514844
30,0.0020416756732683852
31,0.002040892692668857
32,0.0020411212676857463
33,0.002038614433378172
34,0.0020357645141621493
35,0.0020302362729094797
36,0.0020287182862655474
37,0.002024799044060911
38,0.002024051853710324
39,0.0020223392002507406
40,0.002022593430418553
41,0.0020176562297547986
42,0.0020160908829699405
43,0.0020119524142967584
44,0.0020099319368362045
45,0.002007723917774697
46,0.0020071568010319183
47,0.0020036953673041305
48,0.0020028882481866223
49,0.0019987088789303717
50,0.0020009581617509518
51,0.0019981292370929676
52,0.001993923066940127
53,0.0019924748834704137
54,0.001993342949491408
55,0.001990671115867698
56,0.001991632835278845
57,0.0019862933460479746
58,0.0019846213115856815
59,0.001984342742158084
60,0.0019804388938897536
61,0.001983143264352161
62,0.0019791368380165063
63,0.001978386802953055
64,0.001977004101360615
65,0.001979474977761284
66,0.0019774545540308785
67,0.0019738978764010416
68,0.0019731865484370953
69,0.0019749091113778227
70,0.001970714837229118
71,0.001972081391170669
72,0.001968236580893047
73,0.00196684947815469
74,0.001965247070253628
75,0.00196295061111888
76,0.0019648043733810545
77,0.001964866410061303
78,0.0019636364344260697
79,0.001962830598364608
80,0.001959324450456959
81,0.0019604962318638163
82,0.0019582221722309915
83,0.001956814934865723
84,0.0019585865571633237
85,0.001957051529107281
86,0.0019549331130284783
87,0.0019568145552721736
88,0.0019528899281126503
89,0.0019538844915695935
90,0.00195317665905031
91,0.0019545194580474407
92,0.0019524748637102162
93,0.0019493792230924035
94,0.0019491807929275988
95,0.0019496286710282452
96,0.0019455698582952698
97,0.0019449028405400678
98,0.0019505884342639842
99,0.0019459889760901595
100,0.0019452533130951894
101,0.0019431496412158967
102,0.0019422673061092058
103,0.001945255952837487
104,0.0019464539928644355
105,0.001943900671033348
106,0.0019440903869640622
107,0.0019405219787492966
108,0.0019430695907570994
109,0.0019404064594274466
110,0.0019386411867398992
111,0.001938302436312183
112,0.0019406768646087244
113,0.0019407446389723346
114,0.001941028039635788
115,0.0019400722668585805
116,0.0019386862837470686
117,0.0019361922541298927
118,0.0019365792395547032
119,0.0019355707097416504
120,0.001937580853103636
121,0.0019367838146077453
122,0.001935428463650915
123,0.0019350189282300158
124,0.0019338907023223166
125,0.001935963930351198
126,0.0019318310506084664
127,0.001934524347436511
128,0.0019334604487053922
129,0.001932587784030435
130,0.0019323862298057438
131,0.001929107931557979
132,0.0019292437260508791
133,0.001929961209350592
134,0.0019276531524637826
135,0.0019284318316664197
136,0.0019321688465797938
137,0.001929539713001627
138,0.0019277623627219412
139,0.0019270370482530794
140,0.0019256754820115673
141,0.0019294803558637858
142,0.0019262312308479196
143,0.0019278722973421025
144,0.0019294487496014112
145,0.0019272059701188093
146,0.0019287506049264094
147,0.001925912677234787
148,0.0019241585112654436
149,0.0019258718467994123
150,0.0019245494727212458
151,0.0019275745910266016
152,0.0019245058595119284
153,0.0019211917608164442
154,0.00192588505645593
155,0.0019221948922420733
156,0.0019247361541423213
157,0.001923418416776973
158,0.001923275879647933
159,0.0019228059229337508
160,0.001922360921634807
161,0.0019196303992663533
